case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
11,1,11,ADV-0246,Temple of Paladine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0246-v1.yml
12,1,12,ADV-0246,Temple of Paladine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0246-v1.yml
13,1,13,ADV-0246,Temple of Paladine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0246-v1.yml
14,1,14,ADV-0246,Temple of Paladine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0246-v1.yml
15,1,15,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0176-v1.yml
16,1,16,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0176-v1.yml
17,1,17,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0176-v1.yml
18,1,18,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0176-v1.yml
19,1,19,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0176-v1.yml
20,1,20,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0176-v1.yml
21,1,21,ADV-0176,Sins of Our Elders,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0176-v1.yml
22,1,22,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0149-v1.yml
23,1,23,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0149-v1.yml
24,1,24,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0149-v1.yml
25,1,25,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0149-v1.yml
26,1,26,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0149-v1.yml
27,1,27,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0149-v1.yml
28,1,28,ADV-0149,Mystery of Myth Rodarnum,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0149-v1.yml
29,1,29,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0216-v1.yml
30,1,30,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0216-v1.yml
31,1,31,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0216-v1.yml
32,1,32,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0216-v1.yml
33,1,33,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0216-v1.yml
34,1,34,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0216-v1.yml
35,1,35,ADV-0216,Jarlmoot,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0216-v1.yml
36,1,36,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0338-v1.yml
37,1,37,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0338-v1.yml
38,1,38,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0338-v1.yml
39,1,39,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0338-v1.yml
40,1,40,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0338-v1.yml
41,1,41,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0338-v1.yml
42,1,42,ADV-0338,Crystal Labyrinth / Stardock,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0338-v1.yml
43,1,43,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0151-v1.yml
44,1,44,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0151-v1.yml
45,1,45,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0151-v1.yml
46,1,46,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0151-v1.yml
47,1,47,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0151-v1.yml
48,1,48,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0151-v1.yml
49,1,49,ADV-0151,Dread March of the Bone Titan,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0151-v1.yml
50,1,50,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0293-v1.yml
51,1,51,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0293-v1.yml
52,1,52,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0293-v1.yml
53,1,53,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0293-v1.yml
54,1,54,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0293-v1.yml
55,1,55,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0293-v1.yml
56,1,56,ADV-0293,Encounter 6: Theater,Waterdeep: Dragon Heist,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0293-v1.yml
57,1,57,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0115-v1.yml
58,1,58,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0115-v1.yml
59,1,59,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0115-v1.yml
60,1,60,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0115-v1.yml
61,1,61,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0115-v1.yml
62,1,62,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0115-v1.yml
63,1,63,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0115-v1.yml
64,1,64,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0152-v1.yml
65,1,65,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0152-v1.yml
66,1,66,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0152-v1.yml
67,1,67,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0152-v1.yml
68,1,68,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0152-v1.yml
69,1,69,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0152-v1.yml
70,1,70,ADV-0152,Heart of Fire,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0152-v1.yml
71,2,1,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0076-v1.yml
72,2,2,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0076-v1.yml
73,2,3,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0076-v1.yml
74,2,4,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0076-v1.yml
75,2,5,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0076-v1.yml
76,2,6,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0076-v1.yml
77,2,7,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0076-v1.yml
78,2,8,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0269-v1.yml
79,2,9,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0269-v1.yml
80,2,10,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0269-v1.yml
81,2,11,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0269-v1.yml
82,2,12,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0269-v1.yml
83,2,13,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0269-v1.yml
84,2,14,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0269-v1.yml
85,2,15,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0153-v1.yml
86,2,16,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0153-v1.yml
87,2,17,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0153-v1.yml
88,2,18,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0153-v1.yml
89,2,19,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0153-v1.yml
90,2,20,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0153-v1.yml
91,2,21,ADV-0153,The Tomb of Damara,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0153-v1.yml
92,2,22,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0256-v1.yml
93,2,23,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0256-v1.yml
94,2,24,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0256-v1.yml
95,2,25,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0256-v1.yml
96,2,26,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0256-v1.yml
97,2,27,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0256-v1.yml
98,2,28,ADV-0256,Fate at Furygale,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0256-v1.yml
99,2,29,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0316-v1.yml
100,2,30,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0316-v1.yml
101,2,31,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0316-v1.yml
102,2,32,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0316-v1.yml
103,2,33,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0316-v1.yml
104,2,34,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0316-v1.yml
105,2,35,ADV-0316,Castle of the Cloud Giants,Storm King's Thunder,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0316-v1.yml
106,2,36,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0154-v1.yml
107,2,37,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0154-v1.yml
108,2,38,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0154-v1.yml
109,2,39,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0154-v1.yml
110,2,40,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0154-v1.yml
111,2,41,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0154-v1.yml
112,2,42,ADV-0154,Restoring Freedale,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0154-v1.yml
113,2,43,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0024-v1.yml
114,2,44,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0024-v1.yml
115,2,45,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0024-v1.yml
116,2,46,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0024-v1.yml
117,2,47,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0024-v1.yml
118,2,48,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0024-v1.yml
119,2,49,ADV-0024,The Cloakwood Mines,Heroes of Baldur's Gate,Arcanum Worlds,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0024-v1.yml
120,2,50,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0042-v1.yml
121,2,51,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0042-v1.yml
122,2,52,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0042-v1.yml
123,2,53,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0042-v1.yml
124,2,54,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Player Beginner Suitability,production-base,experiments/production-backlog-004/production-backlog-004-qwen-player-beginner-adv0042-v1.yml
125,2,55,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-004/production-backlog-004-qwen-social-adv0042-v1.yml
126,2,56,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-004/production-backlog-004-qwen-investigation-adv0042-v1.yml
127,2,57,ADV-0157,Retaking the Terror,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-004/production-backlog-004-qwen-levels-adv0157-v1.yml
128,2,58,ADV-0157,Retaking the Terror,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-004/production-backlog-004-qwen-combat-adv0157-v1.yml
129,2,59,ADV-0157,Retaking the Terror,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-004/production-backlog-004-qwen-structural-openness-adv0157-v1.yml
130,2,60,ADV-0157,Retaking the Terror,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-004/production-backlog-004-qwen-darkness-adv0157-v1.yml
