case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
265,4,55,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0009-v1.yml
266,4,56,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0009-v1.yml
267,4,57,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0330-v1.yml
268,4,58,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0330-v1.yml
269,4,59,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0330-v1.yml
270,4,60,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0330-v1.yml
271,4,61,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0330-v1.yml
272,4,62,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0330-v1.yml
273,4,63,ADV-0330,Slitherswamp,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0330-v1.yml
274,4,64,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0018-v1.yml
275,4,65,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0018-v1.yml
276,4,66,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0018-v1.yml
277,4,67,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0018-v1.yml
278,4,68,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0018-v1.yml
279,4,69,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0018-v1.yml
280,4,70,ADV-0018,Hold My Beer,The Game Master's Book of Legendary Dragons,Media Lab Books,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0018-v1.yml
