adventure_id,adventure_title,source_book,publisher,page_count,level_start,level_end,levels_action,decision,reason
ADV-0605,Saving the Maiden,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,9,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0606,Tyulqin's Lair,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,3,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0607,The Death of Ingomer,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,3,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0608,Paying the Troll,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,5,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0609,Honour Among Thieves,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,3,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0610,The Anger of the Elvenking,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,3,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0611,The Theft of the Lamp,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,5,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0612,Return to Dol Guldur,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0613,Treachery in the Woods,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0614,Nine in the Hall,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,6,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0615,Wheels Within Wheels,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0616,The Lair of the Outlaws,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,1,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0617,Slaying the Forest Dragon,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,2,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0618,The Dying of the Light,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0619,The Hame of the Vampire,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,5,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0620,The Reach of the Shadow,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0621,Beorn's Quest,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0622,The Last Folk-Moot,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,3,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0623,The March of the Woodmen,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,4,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0624,To Rivendell,The Mirkwood Campaign,Sophisticated Games / Cubicle 7 Entertainment,3,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0625,Blockade Runners,LS Remarkable Guilds & their Heroes,Loresmyth,2,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0626,Perform a Heist,LS Remarkable Guilds & their Heroes,Loresmyth,2,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0627,Diplomacy,LS Remarkable Guilds & their Heroes,Loresmyth,2,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0628,Launch a Crusade,LS Remarkable Guilds & their Heroes,Loresmyth,2,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0629,Save the Library,LS Remarkable Guilds & their Heroes,Loresmyth,2,,,SCORE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
