case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
14,1,14,ADV-0241,Sunward Fortress,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0241-v1.yml
15,1,15,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0180-v1.yml
16,1,16,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0180-v1.yml
17,1,17,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0180-v1.yml
18,1,18,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0180-v1.yml
19,1,19,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0180-v1.yml
20,1,20,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0180-v1.yml
21,1,21,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0180-v1.yml
22,1,22,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0164-v1.yml
23,1,23,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0164-v1.yml
24,1,24,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0164-v1.yml
25,1,25,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0164-v1.yml
26,1,26,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0164-v1.yml
27,1,27,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0164-v1.yml
28,1,28,ADV-0164,Message in a Bottle,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0164-v1.yml
29,1,29,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0025-v1.yml
30,1,30,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0025-v1.yml
31,1,31,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0025-v1.yml
32,1,32,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0025-v1.yml
33,1,33,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0025-v1.yml
34,1,34,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0025-v1.yml
35,1,35,ADV-0025,The Shadow Druids,Heroes of Baldur's Gate,Arcanum Worlds,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0025-v1.yml
36,1,36,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0340-v1.yml
37,1,37,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0340-v1.yml
38,1,38,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0340-v1.yml
39,1,39,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0340-v1.yml
40,1,40,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0340-v1.yml
41,1,41,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0340-v1.yml
42,1,42,ADV-0340,Vanrakdoom,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0340-v1.yml
43,1,43,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0165-v1.yml
44,1,44,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0165-v1.yml
45,1,45,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0165-v1.yml
46,1,46,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0165-v1.yml
47,1,47,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0165-v1.yml
48,1,48,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0165-v1.yml
49,1,49,ADV-0165,Wreck of the Silverhand,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0165-v1.yml
50,1,50,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0203-v1.yml
51,1,51,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0203-v1.yml
52,1,52,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0203-v1.yml
53,1,53,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0203-v1.yml
54,1,54,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0203-v1.yml
55,1,55,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0203-v1.yml
56,1,56,ADV-0203,The Unseen,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0203-v1.yml
57,1,57,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0119-v1.yml
58,1,58,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0119-v1.yml
59,1,59,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0119-v1.yml
60,1,60,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0119-v1.yml
61,1,61,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0119-v1.yml
62,1,62,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0119-v1.yml
63,1,63,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0119-v1.yml
64,1,64,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0166-v1.yml
65,1,65,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0166-v1.yml
66,1,66,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0166-v1.yml
67,1,67,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0166-v1.yml
68,1,68,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0166-v1.yml
69,1,69,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0166-v1.yml
70,1,70,ADV-0166,The Treaty of Ostoria,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0166-v1.yml
71,2,1,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0260-v1.yml
72,2,2,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0260-v1.yml
73,2,3,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0260-v1.yml
74,2,4,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0260-v1.yml
75,2,5,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0260-v1.yml
76,2,6,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0260-v1.yml
77,2,7,ADV-0260,Clue in the Bayou,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0260-v1.yml
78,2,8,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0317-v1.yml
79,2,9,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0317-v1.yml
80,2,10,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0317-v1.yml
81,2,11,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0317-v1.yml
82,2,12,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0317-v1.yml
83,2,13,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0317-v1.yml
84,2,14,ADV-0317,Hold of the Storm Giants,Storm King's Thunder,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0317-v1.yml
85,2,15,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0167-v1.yml
86,2,16,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0167-v1.yml
87,2,17,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0167-v1.yml
88,2,18,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0167-v1.yml
89,2,19,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0167-v1.yml
90,2,20,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0167-v1.yml
91,2,21,ADV-0167,Tide of Teeth,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0167-v1.yml
92,2,22,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0263-v1.yml
93,2,23,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0263-v1.yml
94,2,24,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0263-v1.yml
95,2,25,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0263-v1.yml
96,2,26,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0263-v1.yml
97,2,27,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0263-v1.yml
98,2,28,ADV-0263,Cragmaw Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,7,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0263-v1.yml
99,2,29,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0273-v1.yml
100,2,30,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0273-v1.yml
101,2,31,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0273-v1.yml
102,2,32,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0273-v1.yml
103,2,33,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0273-v1.yml
104,2,34,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0273-v1.yml
105,2,35,ADV-0273,Illithinoch,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,15,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0273-v1.yml
106,2,36,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0017-v1.yml
107,2,37,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0017-v1.yml
108,2,38,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0017-v1.yml
109,2,39,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0017-v1.yml
110,2,40,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0017-v1.yml
111,2,41,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0017-v1.yml
112,2,42,ADV-0017,To Soothe a Savage Beast,Shire Adventures,Free League Publishing,7,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0017-v1.yml
113,2,43,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0043-v1.yml
114,2,44,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0043-v1.yml
115,2,45,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0043-v1.yml
116,2,46,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0043-v1.yml
117,2,47,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0043-v1.yml
118,2,48,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0043-v1.yml
119,2,49,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0043-v1.yml
120,2,50,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0073-v1.yml
121,2,51,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0073-v1.yml
122,2,52,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0073-v1.yml
123,2,53,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0073-v1.yml
124,2,54,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0073-v1.yml
125,2,55,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0073-v1.yml
126,2,56,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0073-v1.yml
127,2,57,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0300-v1.yml
128,2,58,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0300-v1.yml
129,2,59,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0300-v1.yml
130,2,60,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0300-v1.yml
131,2,61,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0300-v1.yml
132,2,62,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0300-v1.yml
