case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
267,4,57,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0049-v1.yml
268,4,58,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0049-v1.yml
269,4,59,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0049-v1.yml
270,4,60,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0049-v1.yml
271,4,61,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0049-v1.yml
272,4,62,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0049-v1.yml
273,4,63,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0049-v1.yml
274,4,64,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0310-v1.yml
275,4,65,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0310-v1.yml
276,4,66,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0310-v1.yml
277,4,67,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0310-v1.yml
278,4,68,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0310-v1.yml
279,4,69,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0310-v1.yml
280,4,70,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0310-v1.yml
